index,TestQuestionID,KnowledgeID,q_Level
2885,3399,1190,1
2886,3594,829,1
2887,2633,635,2
2888,2564,610,2
2889,1315,300,1
2890,2178,505,3
2891,3213,727,1
2892,1766,88,1
2893,2284,505,1
2894,5153,1208,1
2895,2596,630,2
2896,352,73,3
2897,5427,1257,1
2898,3089,707,2
2899,2521,623,4
2900,1144,278,3
2901,5168,1209,1
2902,451,98,1
2903,218,35,3
2904,2513,615,2
2905,2148,514,1
2906,3409,760,1
2907,1972,505,3
2908,3030,695,1
2909,2515,660,3
2910,3674,746,1
2911,2804,1109,1
2912,36,1104,1
2913,4371,1150,1
2914,15,4,1
2915,2529,621,1
2916,1641,376,1
2917,5205,1207,1
2918,2585,610,2
2919,3547,829,1
2920,2989,682,2
2921,831,165,1
2922,5488,1278,1
2923,858,205,2
2924,5590,194,1
2925,2774,720,3
2926,2667,638,2
2927,2067,512,1
2928,895,194,1
2929,4839,916,3
2930,1059,238,2
2931,734,996,1
2932,5212,1104,1
2933,1385,339,2
2934,2493,610,2
2935,4392,1042,1
2936,453,94,1
2937,3663,840,1
2938,4976,1157,1
2939,2545,610,2
2940,5529,195,2
2941,454,94,1
2942,1947,472,3
2943,3900,903,1
2944,4189,0,1
2945,2084,417,3
2946,3617,836,1
2947,2851,666,2
2948,1426,453,2
2949,5142,707,1
2950,927,218,1
2951,4696,1099,1
2952,1268,300,1
2953,366,79,1
2954,4871,1104,1
2955,603,149,2
2956,2479,601,1
2957,2507,610,2
2958,2271,865,1
2959,4953,1163,1
2960,5422,1221,1
2961,190,35,1
2962,206,92,1
2963,1827,440,2
2964,5547,1278,3
2965,5370,1244,2
2966,1691,377,1
2967,2067,512,1
2968,341,72,5
2969,1989,1238,2
